id	label	三层ACC	三层预测	三层相似概率	三层不相似概率	六层ACC	六层预测	六层相似概率	六层不相似概率	A句	B句
23	sim	0	notsim	0.43136632	0.5686337	0	notsim	0.13528486	0.86471516	个人办理银行卡有上限吗	银行卡一个人能办理几张
24	notsim	0	sim	0.99361247	0.0063875765	0	sim	0.9992071	0.0007929266	个人办理银行卡有什么作用吗	一个人银行卡能办理几张
25	notsim	0	sim	0.8389269	0.16107315	1	notsim	0.28585377	0.7141462	个人办理银行卡有手续费吗	一个人银行卡能办几张
26	notsim	0	sim	0.9858462	0.01415381	0	sim	0.99786574	0.0021342612	个人办理银行卡有活动吗	一个人能办理几张银行卡
27	sim	1	sim	0.998588	0.0014119187	1	sim	0.99939597	0.0006040585	个人可以办理哪些国际业务	我可以办理哪些国际业务
28	sim	1	sim	0.9995326	0.0004674742	1	sim	0.9997379	0.0002621161	个人可以办理哪些国际业务	我能办理什么国际业务
29	sim	1	sim	0.99966633	0.0003336421	1	sim	0.9997638	0.0002362541	个人可以办理哪些国际业务	我可以办理什么国际业务
30	sim	1	sim	0.99811506	0.0018849586	1	sim	0.99940157	0.0005984286	个人可以办理哪些国际业务	个人可以办理的国际业务有哪些
31	sim	1	sim	0.9999472	5.2767933E-05	1	sim	0.99993825	6.180377E-05	个人网银如何查询他行账户	在个人网银中查询他行账户
32	sim	1	sim	0.9999666	0.000033403	1	sim	0.999961	3.9031373E-05	个人网银如何查询他行账户	在个人网银中查询他行账户方法
33	sim	1	sim	0.9999714	2.862546E-05	1	sim	0.9999608	3.9203558E-05	个人网银如何查询他行账户	在个人网银中查询他行账户有哪些方法
34	sim	1	sim	0.9999424	5.7623623E-05	1	sim	0.9998648	0.0001352087	个人网银如何查询他行账户	在个人网银中查询他行的账户如何操作
35	sim	1	sim	0.9999713	2.8771827E-05	1	sim	0.9999465	5.351087E-05	个人网银如何查询他行账户	在个人网银中查询他行的账户怎么操作的
36	sim	1	sim	0.9999645	3.5511417E-05	1	sim	0.9999515	4.8478556E-05	个人网银如何查询他行账户	在个人网银中查询他行的账户要怎么操作
37	sim	1	sim	0.9999584	0.000041577	1	sim	0.9999535	0.000046504	个人网银如何查询他行账户	怎么在个人网银中查询他行账户
38	sim	1	sim	0.9999528	4.7166628E-05	1	sim	0.9999492	5.083279E-05	个人网银如何查询他行账户	在个人网银上怎么查询他行账户
39	sim	1	sim	0.99993026	6.968837E-05	1	sim	0.99995387	4.611279E-05	个人网银如何查询他行账户	他行账户怎么在个人网银中查询
40	sim	1	sim	0.9999119	8.80998E-05	1	sim	0.99990666	9.33346E-05	个人网银如何查询他行账户	如何在个人网银中查询他行账户
41	sim	1	sim	0.9999691	3.0867242E-05	1	sim	0.9999453	5.4734606E-05	个人网银如何查询他行账户	在个人网银中怎么查询其他银行账户
42	sim	1	sim	0.99997115	2.8879445E-05	1	sim	0.9999356	6.438453E-05	个人网银如何查询他行账户	怎么在个人网银上查询其他银行账户
43	sim	1	sim	0.9999635	3.6478606E-05	1	sim	0.9999373	0.000062667	个人网银如何查询他行账户	其他银行的账户怎么在个人网银上查询
44	sim	1	sim	0.9999678	3.2177417E-05	1	sim	0.9999536	4.6311055E-05	个人网银如何查询现金账户	在个人网银上怎么查询现金账户
45	sim	1	sim	0.99996686	3.314642E-05	1	sim	0.9999535	4.6534802E-05	个人网银如何查询现金账户	怎么在个人网银上查询现金账户
46	sim	1	sim	0.99995804	4.2003292E-05	1	sim	0.9999509	4.914863E-05	个人网银如何查询现金账户	现金账户在个人网银上怎么查询
47	sim	1	sim	0.9998832	0.0001168039	1	sim	0.9998739	0.0001260617	个人网银如何查询现金账户	现金账户在个人网银上如何查询
48	sim	1	sim	0.987092	0.012908012	1	sim	0.9976792	0.0023208072	个人购汇限额是多少	国内个人购汇限额是多少
49	sim	0	notsim	0.030050838	0.9699491	1	sim	0.8522542	0.14774577	个人购汇限额是多少	境内个人购汇有限额吗
50	sim	1	sim	0.5849348	0.41506526	1	sim	0.96378905	0.03621097	个人购汇限额是多少	国内个人购汇有没有限额
51	sim	1	sim	0.99921393	0.0007860973	1	sim	0.99986935	0.0001306033	个人购汇限额是多少	个人购汇额度最高是多少
52	sim	1	sim	0.9991003	0.0008996911	1	sim	0.9999293	7.0711794E-05	个人购汇限额是多少	个人购汇最高额度是多少
53	sim	1	sim	0.9991872	0.0008128007	1	sim	0.9999199	8.007119E-05	个人购汇限额是多少	个人购汇最高是多少额度
54	sim	1	sim	0.5942246	0.40577537	1	sim	0.99985504	0.0001449627	个人购汇限额是多少	个人购汇额度怎么限制的
55	sim	1	sim	0.99989426	0.0001057684	1	sim	0.9999534	4.6650635E-05	中行大额存款利率是多少	中行现在大额存款利率是多少
56	sim	1	sim	0.9999244	7.552584E-05	1	sim	0.99995923	4.076076E-05	中行大额存款利率是多少	中行现在大额存款利率具体是多少
57	sim	1	sim	0.99994934	5.070609E-05	1	sim	0.99995744	4.2539497E-05	中行大额存款利率是多少	中行现在大额存款利率
58	sim	1	sim	0.9999677	0.000032328	1	sim	0.9999672	3.283364E-05	中行大额存款利率是多少	现在中行大额存款利率怎么样
59	sim	1	sim	0.99995613	4.3877575E-05	1	sim	0.9999639	3.609908E-05	中行大额存款利率是多少	现在中行大额存款利率如何
60	sim	1	sim	0.9999616	3.8363836E-05	1	sim	0.9999615	3.8522357E-05	中行大额存款利率是多少	目前中行的大额存款利率
61	sim	1	sim	0.99997437	2.568663E-05	1	sim	0.9999684	3.1564217E-05	中行大额存款利率是多少	最近中行的大额存款利率如何
62	sim	1	sim	0.9999664	3.3644632E-05	1	sim	0.9999666	3.340517E-05	中行大额存款利率是多少	现在中行大额存单利率怎么样
63	sim	1	sim	0.99389714	0.006102853	1	sim	0.99989665	0.0001033484	中行有哪些保险	我可以在中行买到什么保险
64	sim	1	sim	0.99983764	0.0001622952	1	sim	0.9998907	0.0001093535	中行有哪些保险	中行保险有哪些
65	sim	1	sim	0.9972036	0.0027964315	1	sim	0.99955446	0.0004455001	中行有哪些保险	中行保险分几类
66	sim	1	sim	0.999895	0.000104991	1	sim	0.9998933	0.0001067044	中行有哪些保险	中行保险有几种
67	sim	1	sim	0.9995988	0.0004011637	1	sim	0.99994266	5.7339294E-05	中行理财产品收益多少	我想知道中行理财收益
68	sim	1	sim	0.99812824	0.0018717626	1	sim	0.99993753	6.249141E-05	中行理财产品收益多少	现在中行理财收益如何
69	sim	1	sim	0.99988663	0.0001133209	1	sim	0.9999403	5.9773873E-05	中行理财产品收益多少	中行理财收益是多少
70	sim	1	sim	0.99782276	0.002177199	1	sim	0.99993336	6.6649445E-05	中银策略稳富	中银策略稳富是什么
71	sim	1	sim	0.9982211	0.0017788562	1	sim	0.9999372	0.00006284	中银策略稳富	什么是中银策略稳富
72	sim	0	notsim	0.24818881	0.75181115	1	sim	0.999826	0.000174029	中银策略稳富	介绍中银策略稳富
73	sim	0	notsim	0.014033417	0.9859666	1	sim	0.99970704	0.0002928893	中银策略稳富	了解中银策略稳富
74	sim	1	sim	0.9997235	0.0002764777	1	sim	0.99985504	0.0001449313	临时身份证可以开户吗	我只有临时身份证能开户吗
75	sim	1	sim	0.9961718	0.003828255	1	sim	0.9993949	0.0006051289	临时身份证可以开户吗	可以用临时身份证开户吗
76	sim	1	sim	0.99974793	0.0002520418	1	sim	0.9998241	0.0001758835	临时身份证可以开户吗	可不可以用临时身份证开户
77	sim	1	sim	0.9996939	0.0003061643	1	sim	0.9999455	5.4489836E-05	为什么我要扫你的微信？	为什么我要扫你微信
78	sim	1	sim	0.9999645	3.5550118E-05	1	sim	0.9999653	3.4658075E-05	为什么没有头发	你为什么没头发
79	sim	1	sim	0.9999597	4.0255793E-05	1	sim	0.9999639	3.6117435E-05	为什么没有头发	你为什么没有头发
80	sim	1	sim	0.9999589	4.1180458E-05	1	sim	0.9999716	2.840763E-05	为什么没有头发	你头发怎么没有
81	sim	1	sim	0.999962	3.801589E-05	1	sim	0.9999677	3.2264095E-05	为什么没有头发	你怎么没头发
82	sim	1	sim	0.9999678	3.2154472E-05	1	sim	0.99997056	2.950038E-05	为什么没有头发	怎么没有头发
83	sim	1	sim	0.9992354	0.0007646748	1	sim	0.77666336	0.22333668	为什么没有头发	你怎么秃头
84	sim	1	sim	0.9965366	0.0034634466	1	sim	0.99891424	0.0010857633	为什么要学习？	你为什么要学习
85	sim	1	sim	0.99877244	0.0012275242	1	sim	0.9988105	0.0011895275	为什么要学习？	学习是为了什么
86	sim	1	sim	0.99426126	0.0057388023	1	sim	0.99895656	0.0010434391	为什么要学习？	为什么你要学习
87	sim	1	sim	0.99834704	0.0016530085	1	sim	0.99512815	0.004871817	为什么要学习？	你学习是为了什么
88	sim	1	sim	0.9942101	0.0057899086	1	sim	0.99845064	0.0015493666	为什么要学习？	学习是为了啥
89	sim	1	sim	0.99727255	0.0027274613	1	sim	0.9992531	0.0007468491	为什么要学习？	你为什么还要学习
90	sim	1	sim	0.97657937	0.023420649	1	sim	0.7823752	0.21762478	为什么要学习？	你学习为了干嘛
91	sim	0	notsim	0.038805865	0.9611941	0	notsim	0.15418018	0.8458198	为什么要学习？	你要学习干嘛
92	sim	0	notsim	0.07457351	0.9254265	1	sim	0.81049794	0.18950208	为什么要学习？	你干嘛还要学习
93	sim	0	notsim	0.21160685	0.78839314	1	sim	0.9965809	0.0034190756	交易查询	交易查询怎么办理
94	sim	1	sim	0.98844564	0.0115544135	1	sim	0.9994324	0.0005675951	什么时候到我的号	什么时候到我号
95	sim	1	sim	0.984166	0.015834011	1	sim	0.9998105	0.0001894551	什么时候到我的号	我的号什么时候到
96	sim	1	sim	0.9772693	0.022730663	1	sim	0.9995431	0.0004569948	什么时候到我的号	什么时候轮到我号
97	sim	1	sim	0.97057724	0.02942275	1	sim	0.99970657	0.0002934363	什么时候到我的号	什么时候轮到我号码
98	sim	0	notsim	0.4974318	0.5025682	0	notsim	0.03651936	0.96348065	什么时候到我的号	为什么还没轮到我的号
99	sim	0	notsim	0.17884952	0.8211505	0	notsim	0.020433106	0.9795669	什么时候到我的号	什么时候能叫到我
100	sim	1	sim	0.9995888	0.0004112247	1	sim	0.9996183	0.0003817225	什么是保险	保险是什么
101	sim	1	sim	0.9989229	0.0010771357	1	sim	0.9994073	0.0005927385	什么是保险	保险定义是什么
102	sim	1	sim	0.9995572	0.000442808	1	sim	0.999808	0.0001920319	什么是保险	保险是什么意思
103	sim	1	sim	0.9995875	0.000412553	1	sim	0.9998925	0.000107534	什么是基金定投？	基金定投是什么
104	sim	0	notsim	0.009085149	0.9909149	1	sim	0.60198283	0.3980172	什么是基金定投？	基金定投怎么交易
105	sim	0	notsim	0.22680503	0.77319497	0	notsim	0.060067534	0.93993247	什么是基金定投？	基金定投如何购买
106	sim	0	notsim	0.008242375	0.9917576	0	notsim	0.002111774	0.99788827	什么是基金定投？	什么时候可以买基金定投
107	sim	1	sim	0.9999367	6.334538E-05	1	sim	0.9999378	6.217079E-05	什么是特约取款	特约取款是什么
108	sim	1	sim	0.9999027	9.725154E-05	1	sim	0.99996054	0.000039432	什么是特约取款	知道特约取款吗
109	sim	1	sim	0.9998097	0.000190298	1	sim	0.9999528	4.725136E-05	什么是特约取款	解释特约取款
110	sim	1	sim	0.99994683	5.3148313E-05	1	sim	0.9999548	4.521278E-05	什么是特约取款	特约取款是怎么定义的
111	sim	1	sim	0.99994373	5.6280795E-05	1	sim	0.9999571	4.2927382E-05	什么是特约取款	特约取款是如何定义的
112	sim	1	sim	0.99996305	3.6949372E-05	1	sim	0.99995863	4.1306273E-05	什么是特约取款	想了解下特约取款
113	sim	1	sim	0.999964	3.6013364E-05	1	sim	0.99996424	3.581991E-05	什么是特约取款	我想知道下特约取款
114	sim	1	sim	0.9999641	3.5847104E-05	1	sim	0.99995124	4.8805814E-05	什么是特约取款	什么叫特约取款
115	sim	1	sim	0.9999548	4.5125336E-05	1	sim	0.99994886	5.112428E-05	什么是特约取款	特约取款是啥
116	sim	1	sim	0.9999585	4.149013E-05	1	sim	0.99996305	3.69665E-05	什么是特约取款	特约取款给我解释下
117	sim	1	sim	0.9999262	7.384124E-05	1	sim	0.99996305	3.6994785E-05	什么是特约取款	你知道特约取款吗
118	sim	1	sim	0.9999181	8.191893E-05	1	sim	0.9999546	4.5358058E-05	什么是特约取款	说说特约取款
119	sim	1	sim	0.9999254	7.464686E-05	1	sim	0.999949	5.1022536E-05	什么是特约取款	啥是特约取款
120	sim	1	sim	0.9999337	6.62592E-05	1	sim	0.9999579	4.207256E-05	什么是特约取款	特约取款怎么定义的
121	sim	1	sim	0.9999474	5.2554104E-05	1	sim	0.9999579	4.2090618E-05	什么是特约取款	特约取款如何定义的
122	sim	1	sim	0.99992096	7.9061334E-05	1	sim	0.99995005	4.988716E-05	什么是特约取款	怎么定义特约取款
123	sim	1	sim	0.99993956	6.043242E-05	1	sim	0.9999497	0.000050329	什么是特约取款	如何定义特约取款
124	sim	1	sim	0.9999037	9.625658E-05	1	sim	0.99995196	4.8074442E-05	什么是特约取款	特约取款怎么定义
125	sim	1	sim	0.99990153	9.845609E-05	1	sim	0.99995553	4.4436612E-05	什么是特约取款	你了解特约取款吗
126	sim	1	sim	0.9998747	0.0001252147	1	sim	0.9999503	0.000049665	什么是特约取款	特约取款你了解吗
127	sim	1	sim	0.99988544	0.0001145086	1	sim	0.99993396	6.6017514E-05	什么是银行证券	银行证券是什么
128	sim	1	sim	0.99979454	0.0002055253	1	sim	0.9999354	6.455009E-05	今天几号	你知道今天几号吗
129	sim	1	sim	0.99976104	0.0002388986	1	sim	0.99992704	7.2905765E-05	今天几号	请问今天几号
130	sim	1	sim	0.99995756	4.2397507E-05	1	sim	0.9999478	5.2190167E-05	今天几号	今天多少号
131	sim	1	sim	0.9999237	7.634285E-05	1	sim	0.9999572	4.2764226E-05	今天几号了	今天是几月几号
132	sim	1	sim	0.99996924	3.075063E-05	1	sim	0.99996066	3.9317078E-05	今天几号了	今天多少号了
133	sim	1	sim	0.99992776	7.227205E-05	1	sim	0.99993134	6.862373E-05	今天几号了	我想了解今天多少号了
134	sim	1	sim	0.9999269	7.311764E-05	1	sim	0.99995005	4.9999475E-05	今天几号了	你知不知道今天几号
135	sim	1	sim	0.999951	4.894391E-05	1	sim	0.99994576	5.4247757E-05	今天几号了	今天是几号
136	sim	1	sim	0.99956316	0.0004367969	1	sim	0.9999455	5.451676E-05	今天几号了	今天是什么日期
137	sim	1	sim	0.99982494	0.0001750515	1	sim	0.99994946	5.0511593E-05	今天几号了	你告今天多少号
138	sim	1	sim	0.9999064	0.000093622	1	sim	0.9999666	3.333684E-05	今天几号了	你知道今天多少号吗
139	sim	1	sim	0.9999405	5.951752E-05	1	sim	0.99995995	4.0108378E-05	今天几号了	我想知道今天多少号
140	sim	1	sim	0.99988246	0.0001175527	1	sim	0.99993443	6.553841E-05	今天有什么活动	今天活动是什么
141	sim	1	sim	0.99980754	0.0001924777	1	sim	0.99996006	3.997218E-05	今天有什么活动	告诉我今天的活动
142	sim	1	sim	0.99991775	0.0000822	1	sim	0.9999199	8.013155E-05	代扣代缴社保怎么办理	怎么办理代扣代缴社保
143	sim	1	sim	0.9999201	0.000079854	1	sim	0.9999325	6.747607E-05	代扣代缴社保怎么办理	代扣代缴社保怎么办
144	sim	1	sim	0.99989533	0.0001047056	1	sim	0.99995303	4.6977286E-05	代扣代缴社保怎么办理	代扣代缴社保去哪里办理
145	sim	1	sim	0.99992335	7.666165E-05	1	sim	0.9999349	6.5110886E-05	代扣代缴社保怎么办理	去哪里办理代扣代缴社保
146	sim	1	sim	0.9999329	0.000067062	1	sim	0.9999244	7.56209E-05	代扣代缴社保怎么办理	怎么代扣代缴社保
147	sim	1	sim	0.9999403	5.9663445E-05	1	sim	0.9999206	7.935257E-05	代扣代缴社保怎么办理	社保怎么代扣代缴
148	sim	1	sim	0.9995271	0.0004728941	1	sim	0.99993527	6.467628E-05	代扣代缴社保怎么办理	去哪里代扣代缴社保
149	sim	1	sim	0.9997515	0.0002485013	1	sim	0.99994147	5.8530448E-05	代扣代缴社保怎么办理	社保去哪里代扣代缴
150	sim	1	sim	0.99994195	5.8009336E-05	1	sim	0.9999261	7.392269E-05	休闲娱乐	娱乐休闲
151	sim	0	notsim	0.39893612	0.6010639	1	sim	0.99850863	0.0014913119	休闲娱乐	娱乐一下
152	sim	1	sim	0.9998599	0.0001400221	1	sim	0.9999379	6.214217E-05	余额理财有哪些优点？	余额理财有哪些优点
153	sim	1	sim	0.99463046	0.005369575	1	sim	0.99993634	6.366938E-05	余额理财有哪些优点？	余额理财有什么好处
154	sim	1	sim	0.9998869	0.0001131327	1	sim	0.9999448	5.5132525E-05	余额理财有哪些优点？	余额理财有优点吗
155	sim	1	sim	0.9998764	0.0001236254	1	sim	0.9999305	6.9523565E-05	余额理财有哪些优点？	余额理财优点有哪些
156	sim	1	sim	0.99992645	7.354118E-05	1	sim	0.9999453	5.466116E-05	余额理财有哪些优点？	余额理财优点是什么
157	sim	1	sim	0.904093	0.095907	1	sim	0.9802302	0.019769823	你上班太认真了	上班了上班了
158	sim	1	sim	0.9143084	0.08569153	1	sim	0.9999653	3.4683533E-05	你上班太认真了	上班好认真
159	sim	1	sim	0.63924414	0.3607558	0	notsim	0.02213125	0.97786874	你上班开心吗？	你上班开不开心？
160	sim	1	sim	0.99934405	0.0006558957	1	sim	0.9990834	0.000916598	你上班开心吗？	你开心吗上班？
161	sim	1	sim	0.99885404	0.0011459778	1	sim	0.9999124	0.00008761	你上班开心吗？	上班开心吗
162	sim	1	sim	0.9962599	0.0037400865	1	sim	0.9995529	0.0004470931	你上班开心吗？	工作开心吗
163	sim	1	sim	0.9947621	0.005237945	1	sim	0.9998234	0.0001765861	你上班开心吗？	上班心情好吗
164	sim	1	sim	0.91358024	0.086419806	1	sim	0.9999087	9.125716E-05	你上班开心吗？	上班高兴吗
165	sim	1	sim	0.99404496	0.0059551243	1	sim	0.9998758	0.0001241949	你上班开心吗？	上班是不是很开心
166	sim	1	sim	0.9664687	0.033531323	1	sim	0.9985379	0.0014621441	你上班开心吗？	工作是不是很开心
167	sim	0	notsim	0.113350995	0.8866491	1	sim	0.99967325	0.000326787	你上班开心吗？	上班是不是很高兴
168	sim	1	sim	0.9955996	0.0044003297	1	sim	0.9998398	0.0001601338	你不会什么	你有什么是不会的吗
169	sim	1	sim	0.99832135	0.0016786547	1	sim	0.9984231	0.0015769589	你不会什么	你不会什么东西
170	sim	1	sim	0.9980101	0.0019898866	1	sim	0.9998653	0.0001346603	你不会什么	你有什么东西是不会的吗
171	sim	1	sim	0.80121803	0.19878195	1	sim	0.9996598	0.0003402256	你不会什么	你有不会的吗
172	sim	1	sim	0.9839542	0.016045861	1	sim	0.99978334	0.0002166527	你不会什么	你有不会东西吗
173	sim	1	sim	0.9775237	0.022476345	1	sim	0.9998242	0.0001757617	你不会什么	你有不会东西是吗
174	sim	1	sim	0.99950325	0.0004967021	1	sim	0.9989849	0.0010150577	你不是叫小智吗	你名字不是小智吗
175	sim	1	sim	0.9424576	0.05754235	1	sim	0.99947494	0.0005250666	你不是叫小智吗	你是小智吗
176	sim	1	sim	0.97398746	0.026012547	0	notsim	0.23723738	0.76276267	你不是叫小智吗	小智是你吗
177	sim	1	sim	0.8457583	0.15424173	1	sim	0.5836744	0.41632566	你不是叫小智吗	你名字叫小智吗
178	sim	1	sim	0.9998467	0.0001532942	1	sim	0.99991596	8.39877E-05	你业务这么专业呀	你业务这么专业
179	sim	1	sim	0.6687064	0.33129355	1	sim	0.99980253	0.0001975006	你业务这么专业呀	你好专业
180	sim	1	sim	0.8077066	0.19229339	1	sim	0.9998878	0.000112155	你业务这么专业呀	你真专业
181	sim	1	sim	0.5128841	0.48711595	1	sim	0.9999033	9.666047E-05	你业务这么专业呀	你真是太专业了
182	sim	0	notsim	0.25992277	0.7400772	1	sim	0.99992585	7.410605E-05	你业务这么专业呀	你挺专业的嘛
183	sim	0	notsim	0.27237839	0.72762156	1	sim	0.99972194	0.0002780209	你业务这么专业呀	没想到你挺专业
184	sim	1	sim	0.9994894	0.0005105396	1	sim	0.9998286	0.0001713588	你个子能高点吗？	你还能再高一点吗
185	sim	1	sim	0.9984794	0.0015205772	1	sim	0.99993646	6.3509775E-05	你个子能高点吗？	你个子能再高点吗
186	sim	1	sim	0.999747	0.000253027	1	sim	0.9998348	0.0001652198	你个子能高点吗？	你可以再高一点吗
187	sim	1	sim	0.99744403	0.0025560083	1	sim	0.9993754	0.0006246798	你个子能高点吗？	你还能长高吗
188	sim	0	notsim	0.0003242361	0.99967575	0	notsim	5.785444E-05	0.9999422	你个子能高点吗？	有办法让你长吗
189	sim	1	sim	0.9697656	0.030234404	1	sim	0.98511827	0.01488173	你个子能高点吗？	你能接着张高吗
190	sim	1	sim	0.9978929	0.0021070533	1	sim	0.99798596	0.002013993	你个子能高点吗？	你可以增高吗
191	sim	1	sim	0.9977684	0.0022316468	1	sim	0.9996773	0.0003227271	你个子能高点吗？	你可以变高吗
192	sim	1	sim	0.9997216	0.0002783583	1	sim	0.999871	0.0001289367	你为什么一直看着我	你为什么一直看我
193	sim	1	sim	0.99991274	8.72517E-05	1	sim	0.9999366	6.346122E-05	你为什么一直看着我	为什么一直看我
194	sim	1	sim	0.9998404	0.0001596207	1	sim	0.99989605	0.0001039537	你为什么一直看着我	为什么看我
195	sim	1	sim	0.999811	0.0001890111	1	sim	0.9998971	0.000102868	你为什么一直看着我	你为什么要看我
196	sim	1	sim	0.9999485	5.1466937E-05	1	sim	0.9999567	0.000043329	你为什么一直看着我	你怎么一直看我
197	sim	1	sim	0.65904003	0.34096	0	notsim	0.021576915	0.97842306	你为什么一直看着我	看我干嘛
198	sim	0	notsim	0.017931059	0.98206896	0	notsim	0.037861243	0.9621388	你为什么一直看着我	干嘛盯我看
199	sim	0	notsim	0.26700503	0.7329949	1	sim	0.7223823	0.2776177	你为什么一直看着我	盯我看有什么事情吗
200	sim	1	sim	0.9999213	0.000078649	1	sim	0.99993825	0.000061773	你为什么叫小智	你名字为什么叫小智
201	sim	1	sim	0.99994135	5.8693546E-05	1	sim	0.9999335	6.649479E-05	你为什么叫小智	你为什么叫小智这个名字
202	sim	1	sim	0.9999287	7.1304414E-05	1	sim	0.9999472	5.2757063E-05	你为什么叫小智	你怎么叫小智
203	sim	1	sim	0.99983525	0.0001646869	1	sim	0.999913	8.6991335E-05	你为什么叫小智	你名字怎么叫小智
204	sim	1	sim	0.9998472	0.0001528591	1	sim	0.9999144	8.552834E-05	你为什么叫小智	你为啥叫小智
205	sim	1	sim	0.9960122	0.0039878367	1	sim	0.999747	0.000253043	你为什么叫小智	你名字怎么是小智
206	sim	1	sim	0.9998048	0.0001952779	1	sim	0.9998398	0.0001601996	你为什么叫小智	小智为什么是你名字
207	sim	1	sim	0.99989843	0.0001015617	1	sim	0.99994946	5.0496663E-05	你为什么叫小智	你怎么会叫小智这个名字
208	sim	1	sim	0.9989998	0.0010002475	1	sim	0.99992335	7.6595155E-05	你为什么叫小智	你的名字为嘛是小智
209	sim	1	sim	0.9997913	0.0002086593	1	sim	0.9999261	7.396289E-05	你为什么叫小智	你为嘛叫小智
210	sim	1	sim	0.9997328	0.0002672282	1	sim	0.99986243	0.000137513	你为什么叫小智	为什么叫你小智
211	sim	1	sim	0.9995983	0.0004016497	1	sim	0.99995995	4.0021376E-05	你为什么老是打广告	你怎么老是打广告
212	sim	1	sim	0.9988219	0.001178031	1	sim	0.9997876	0.000212404	你为什么老是给我发二维码的图片啊？	你怎么只知道让我扫二维码
213	sim	1	sim	0.99991834	8.16498E-05	1	sim	0.9999604	3.9555816E-05	你为什么老是给我发二维码的图片啊？	你为什么老是给我发二维码的图片
214	sim	1	sim	0.9976949	0.0023050793	1	sim	0.99980813	0.0001918836	你今天做了什么	你今天做什么
215	sim	1	sim	0.998242	0.0017579775	1	sim	0.99973124	0.0002686864	你今天做了什么	你今天做什么了
216	sim	1	sim	0.99827516	0.0017248983	1	sim	0.99985886	0.0001410654	你今天做了什么	你今天都做什么了
217	sim	1	sim	0.99959844	0.0004015926	1	sim	0.99992454	7.543177E-05	你今天做了什么	你今天干什么
218	sim	1	sim	0.9991327	0.0008673696	1	sim	0.9999056	0.000094406	你今天做了什么	你今天都做些什么
219	sim	1	sim	0.9997273	0.0002726452	1	sim	0.9999471	5.2894895E-05	你今天做了什么	你今天都干什么
220	sim	1	sim	0.99970454	0.0002954147	1	sim	0.9999168	0.000083247	你今天做了什么	你今天干什么了
221	sim	1	sim	0.9995511	0.0004488621	1	sim	0.999902	9.8036195E-05	你今天做了什么	你今天做什么事情了吗
